state,area,year,quarter,medianAcreage,nominalPrice,nominalPercent,nominalGrowth,realPrice,realPercent,annualVolume,qtrVolume
Texas,San Antonio (LMA 18),2017,0,100,5523,21.29,7.82,938,19.05,149,null
Texas,San Antonio (LMA 18),2018,0,90,5661,2.51,7.19,939,0.1,177,null
Texas,San Antonio (LMA 18),2019,0,92,5832,3.01,5.3,950,1.21,177,null
Texas,San Antonio (LMA 18),2020,0,91,6097,4.55,6.1,982,3.31,180,null
Texas,Coastal Prairie - North (LMA 19),1971,0,96,315,7.88,9.51,253,2.68,118,null
Texas,Coastal Prairie - North (LMA 19),1972,0,114,348,10.63,11.47,268,6.06,88,null
Texas,Coastal Prairie - North (LMA 19),1973,0,109,500,43.62,14.89,365,36.14,80,null
Texas,Coastal Prairie - North (LMA 19),1974,0,114,600,19.88,19.14,402,9.96,136,null
Texas,Coastal Prairie - North (LMA 19),1975,0,100,620,3.25,16.23,380,-5.46,98,null
Texas,Coastal Prairie - North (LMA 19),1976,0,95,707,14.12,17.55,411,8.15,103,null
Texas,Coastal Prairie - North (LMA 19),1977,0,90,705,-0.28,15.13,386,-6.1,176,null
Texas,Coastal Prairie - North (LMA 19),1978,0,100,775,9.93,9.14,396,2.73,152,null
Texas,Coastal Prairie - North (LMA 19),1979,0,110,949,22.45,9.6,448,13.03,95,null
Texas,Coastal Prairie - North (LMA 19),1980,0,109,1000,5.37,10.05,433,-3.37,103,null
Texas,Coastal Prairie - North (LMA 19),1981,0,89,1300,30,12.95,514,18.76,95,null
Texas,Coastal Prairie - North (LMA 19),1982,0,84,1388,6.73,14.5,517,0.52,114,null
Texas,Coastal Prairie - North (LMA 19),1983,0,95,1333,-3.93,11.46,478,-7.53,119,null
Texas,Coastal Prairie - North (LMA 19),1984,0,99,1485,11.4,9.37,514,7.51,157,null
Texas,Coastal Prairie - North (LMA 19),1985,0,88,1300,-12.46,5.39,436,-15.14,144,null
Texas,Coastal Prairie - North (LMA 19),1986,0,85,1250,-3.85,-0.78,411,-5.75,119,null
Texas,Coastal Prairie - North (LMA 19),1987,0,80,1200,-4,-2.86,385,-6.31,99,null
Texas,Coastal Prairie - North (LMA 19),1988,0,81,959,-20.07,-6.37,297,-22.79,123,null
Texas,Coastal Prairie - North (LMA 19),1989,0,100,887,-7.53,-9.8,264,-11.02,150,null
Texas,Coastal Prairie - North (LMA 19),1990,0,101,925,4.3,-6.58,266,0.52,143,null
Texas,Coastal Prairie - North (LMA 19),1991,0,91,938,1.43,-5.58,261,-1.88,189,null
Texas,Coastal Prairie - North (LMA 19),1992,0,100,850,-9.4,-6.66,231,-11.42,169,null
Texas,Coastal Prairie - North (LMA 19),1993,0,99,839,-1.29,-2.64,223,-3.58,204,null
Texas,Coastal Prairie - North (LMA 19),1994,0,99,852,1.49,-0.81,221,-0.63,178,null
Texas,Coastal Prairie - North (LMA 19),1995,0,89,960,12.74,0.75,244,10.42,175,null
Texas,Coastal Prairie - North (LMA 19),1996,0,107,967,0.73,0.61,242,-1.08,137,null
Texas,Coastal Prairie - North (LMA 19),1997,0,99,1028,6.31,3.88,253,4.51,101,null
Texas,Coastal Prairie - North (LMA 19),1998,0,85,1300,26.46,9.15,316,25.05,137,null
Texas,Coastal Prairie - North (LMA 19),1999,0,96,1420,9.23,10.77,340,7.68,159,null
Texas,Coastal Prairie - North (LMA 19),2000,0,99,1319,-7.11,6.56,309,-9.14,113,null
Texas,Coastal Prairie - North (LMA 19),2001,0,98,1291,-2.13,5.95,296,-4.24,117,null
Texas,Coastal Prairie - North (LMA 19),2002,0,102,1366,5.82,5.85,308,4.18,197,null
Texas,Coastal Prairie - North (LMA 19),2003,0,100,1698,24.29,5.48,376,22.03,199,null
Texas,Coastal Prairie - North (LMA 19),2004,0,93,2000,17.8,7.09,432,14.71,211,null
Texas,Coastal Prairie - North (LMA 19),2005,0,107,2506,25.32,13.7,525,21.53,165,null
Texas,Coastal Prairie - North (LMA 19),2006,0,92,2787,11.19,16.64,566,7.92,189,null
Texas,Coastal Prairie - North (LMA 19),2007,0,91,3679,32.01,21.91,728,28.56,191,null
Texas,Coastal Prairie - North (LMA 19),2008,0,95,3851,4.68,17.8,747,2.67,130,null
Texas,Coastal Prairie - North (LMA 19),2009,0,73,5000,29.83,20.11,963,28.86,63,null
Texas,Coastal Prairie - North (LMA 19),2010,0,75,4333,-13.33,11.57,825,-14.33,81,null
Texas,Coastal Prairie - North (LMA 19),2011,0,110,4558,5.17,10.34,850,3.02,75,null
Texas,Coastal Prairie - North (LMA 19),2012,0,90,5039,10.56,6.49,922,8.48,60,null
Texas,Coastal Prairie - North (LMA 19),2013,0,91,5442,8,7.16,978,6.14,122,null
Texas,Coastal Prairie - North (LMA 19),2014,0,77,5353,-1.64,1.37,945,-3.42,137,null
Texas,Coastal Prairie - North (LMA 19),2015,0,81,6333,18.3,7.88,1107,17.19,139,null
Texas,Coastal Prairie - North (LMA 19),2016,0,85,6021,-4.92,5.73,1042,-5.91,209,null
Texas,Coastal Prairie - North (LMA 19),2017,0,92,6306,4.72,4.59,1071,2.79,151,null
Texas,Coastal Prairie - North (LMA 19),2018,0,79,5988,-5.03,1.93,993,-7.26,233,null
Texas,Coastal Prairie - North (LMA 19),2019,0,86,6522,8.9,4.03,1063,6.99,202,null
Texas,Coastal Prairie - North (LMA 19),2020,0,89,7156,9.73,2.47,1152,8.42,266,null
Texas,Coastal Prairie - South (LMA 20),1971,0,150,250,0,8.67,201,-4.82,79,null
Texas,Coastal Prairie - South (LMA 20),1972,0,138,306,22.4,6.34,236,17.34,130,null
Texas,Coastal Prairie - South (LMA 20),1973,0,150,350,14.38,9.24,256,8.43,116,null
Texas,Coastal Prairie - South (LMA 20),1974,0,160,425,21.43,11.65,285,11.38,140,null
Texas,Coastal Prairie - South (LMA 20),1975,0,161,500,17.65,14.87,307,7.72,114,null
Texas,Coastal Prairie - South (LMA 20),1976,0,155,522,4.5,15.89,304,-0.97,126,null
Texas,Coastal Prairie - South (LMA 20),1977,0,118,538,2.97,11.95,294,-3.04,107,null
Texas,Coastal Prairie - South (LMA 20),1978,0,172,648,20.35,13.09,331,12.47,98,null
Texas,Coastal Prairie - South (LMA 20),1979,0,160,860,32.82,15.14,406,22.6,80,null
Texas,Coastal Prairie - South (LMA 20),1980,0,113,919,6.86,12.95,398,-2.01,59,null
Texas,Coastal Prairie - South (LMA 20),1981,0,146,1094,19.04,15.93,433,8.75,66,null
Texas,Coastal Prairie - South (LMA 20),1982,0,100,1200,9.69,17.4,447,3.31,59,null
Texas,Coastal Prairie - South (LMA 20),1983,0,174,1048,-12.67,10.11,376,-15.94,82,null
Texas,Coastal Prairie - South (LMA 20),1984,0,140,1250,19.27,7.77,432,15.11,75,null
Texas,Coastal Prairie - South (LMA 20),1985,0,133,1250,0,6.35,419,-3.07,73,null
Texas,Coastal Prairie - South (LMA 20),1986,0,101,1000,-20,-1.78,329,-21.58,54,null
Texas,Coastal Prairie - South (LMA 20),1987,0,124,860,-13.95,-6.43,276,-16.02,68,null
Texas,Coastal Prairie - South (LMA 20),1988,0,160,800,-7.03,-5.26,248,-10.2,78,null
Texas,Coastal Prairie - South (LMA 20),1989,0,160,750,-6.25,-9.71,224,-9.79,101,null
Texas,Coastal Prairie - South (LMA 20),1990,0,156,691,-7.93,-11.19,198,-11.26,84,null
Texas,Coastal Prairie - South (LMA 20),1991,0,143,625,-9.49,-8.97,174,-12.45,125,null
Texas,Coastal Prairie - South (LMA 20),1992,0,159,668,6.84,-4.94,181,4.47,144,null
Texas,Coastal Prairie - South (LMA 20),1993,0,160,600,-10.15,-5.59,159,-12.23,135,null
Texas,Coastal Prairie - South (LMA 20),1994,0,170,600,0,-4.36,156,-2.09,152,null
Texas,Coastal Prairie - South (LMA 20),1995,0,146,712,18.67,0.61,181,16.23,115,null
Texas,Coastal Prairie - South (LMA 20),1996,0,118,750,5.34,3.71,187,3.44,116,null
Texas,Coastal Prairie - South (LMA 20),1997,0,138,800,6.6,3.67,196,4.79,124,null
Texas,Coastal Prairie - South (LMA 20),1998,0,151,801,0.19,5.95,195,-0.93,150,null
Texas,Coastal Prairie - South (LMA 20),1999,0,160,800,-0.12,5.92,192,-1.55,125,null
Texas,Coastal Prairie - South (LMA 20),2000,0,160,800,0,2.36,187,-2.19,145,null
Texas,Coastal Prairie - South (LMA 20),2001,0,135,950,18.75,4.84,218,16.2,146,null
Texas,Coastal Prairie - South (LMA 20),2002,0,150,1036,9.04,5.32,234,7.34,150,null
Texas,Coastal Prairie - South (LMA 20),2003,0,160,982,-5.19,4.16,218,-6.91,155,null
Texas,Coastal Prairie - South (LMA 20),2004,0,160,1200,22.19,8.45,259,18.98,186,null
Texas,Coastal Prairie - South (LMA 20),2005,0,137,1285,7.08,9.94,269,3.85,149,null
Texas,Coastal Prairie - South (LMA 20),2006,0,160,1630,26.84,11.4,331,23.11,122,null
Texas,Coastal Prairie - South (LMA 20),2007,0,158,1820,11.68,11.94,360,8.76,73,null
Texas,Coastal Prairie - South (LMA 20),2008,0,150,2000,9.87,15.29,388,7.77,58,null
Texas,Coastal Prairie - South (LMA 20),2009,0,99,2335,16.75,14.24,450,15.87,54,null
Texas,Coastal Prairie - South (LMA 20),2010,0,181,2000,-14.35,9.25,381,-15.33,60,null
Texas,Coastal Prairie - South (LMA 20),2011,0,154,2350,17.5,7.59,438,15.09,69,null
Texas,Coastal Prairie - South (LMA 20),2012,0,163,2498,6.28,6.53,457,4.28,76,null
Texas,Coastal Prairie - South (LMA 20),2013,0,160,2800,12.12,6.96,503,10.19,134,null
Texas,Coastal Prairie - South (LMA 20),2014,0,132,3060,9.28,5.56,540,7.29,71,null
Texas,Coastal Prairie - South (LMA 20),2015,0,159,3102,1.38,9.18,542,0.42,91,null
Texas,Coastal Prairie - South (LMA 20),2016,0,162,3112,0.33,5.78,539,-0.71,120,null
Texas,Coastal Prairie - South (LMA 20),2017,0,142,3327,6.9,5.9,565,4.93,155,null
Texas,Coastal Prairie - South (LMA 20),2018,0,97,3584,7.72,5.06,595,5.2,124,null
Texas,Coastal Prairie - South (LMA 20),2019,0,116,3492,-2.58,2.67,569,-4.29,130,null
Texas,Coastal Prairie - South (LMA 20),2020,0,150,3498,0.17,2.43,563,-1.02,169,null
Texas,Coastal Prairie - Middle (LMA 21),1971,0,111,381,13.73,5.39,306,8.25,48,null
Texas,Coastal Prairie - Middle (LMA 21),1972,0,117,422,10.76,11.04,325,6.18,59,null
Texas,Coastal Prairie - Middle (LMA 21),1973,0,150,425,0.71,10.07,310,-4.53,151,null
Texas,Coastal Prairie - Middle (LMA 21),1974,0,162,503,18.35,7.52,337,8.55,107,null
Texas,Coastal Prairie - Middle (LMA 21),1975,0,120,640,27.24,13.82,392,16.5,71,null
Texas,Coastal Prairie - Middle (LMA 21),1976,0,162,632,-1.17,10.67,367,-6.34,74,null
Texas,Coastal Prairie - Middle (LMA 21),1977,0,107,794,25.61,13.49,435,18.28,76,null
Texas,Coastal Prairie - Middle (LMA 21),1978,0,123,850,6.99,14.87,435,-0.02,71,null
Texas,Coastal Prairie - Middle (LMA 21),1979,0,160,935,10,13.2,441,1.54,55,null
Texas,Coastal Prairie - Middle (LMA 21),1980,0,208,1000,6.95,9.34,433,-1.92,32,null
Texas,Coastal Prairie - Middle (LMA 21),1981,0,210,1200,20,13.66,474,9.63,52,null
Texas,Coastal Prairie - Middle (LMA 21),1982,0,158,1200,0,8.6,447,-5.82,null,null
Texas,Coastal Prairie - Middle (LMA 21),1983,0,129,1200,0,7.14,430,-3.75,43,null
Texas,Coastal Prairie - Middle (LMA 21),1984,0,154,1284,7,6.55,444,3.26,62,null
Texas,Coastal Prairie - Middle (LMA 21),1985,0,86,1250,-2.65,4.56,419,-5.64,30,null
Texas,Coastal Prairie - Middle (LMA 21),1986,0,127,1000,-20,-3.58,329,-21.58,53,null
Texas,Coastal Prairie - Middle (LMA 21),1987,0,160,800,-20,-7.79,257,-21.92,50,null
Texas,Coastal Prairie - Middle (LMA 21),1988,0,122,750,-6.25,-8.97,232,-9.44,98,null
Texas,Coastal Prairie - Middle (LMA 21),1989,0,120,750,0,-10.2,224,-3.78,88,null
Texas,Coastal Prairie - Middle (LMA 21),1990,0,140,792,5.6,-8.72,228,1.78,119,null
Texas,Coastal Prairie - Middle (LMA 21),1991,0,133,728,-8.14,-6.16,202,-11.14,106,null
Texas,Coastal Prairie - Middle (LMA 21),1992,0,140,696,-4.33,-2.75,189,-6.46,102,null
Texas,Coastal Prairie - Middle (LMA 21),1993,0,129,650,-6.61,-2.82,173,-8.77,117,null
Texas,Coastal Prairie - Middle (LMA 21),1994,0,123,725,11.54,-0.68,188,9.21,134,null
Texas,Coastal Prairie - Middle (LMA 21),1995,0,110,734,1.24,-1.51,187,-0.84,113,null
Texas,Coastal Prairie - Middle (LMA 21),1996,0,110,697,-5.04,-0.85,174,-6.75,84,null
Texas,Coastal Prairie - Middle (LMA 21),1997,0,160,784,12.48,2.41,193,10.57,85,null
Texas,Coastal Prairie - Middle (LMA 21),1998,0,125,819,4.46,4.73,199,3.3,83,null
Texas,Coastal Prairie - Middle (LMA 21),1999,0,153,800,-2.32,1.99,192,-3.71,113,null
Texas,Coastal Prairie - Middle (LMA 21),2000,0,113,850,6.25,2.98,199,3.93,111,null
Texas,Coastal Prairie - Middle (LMA 21),2001,0,160,882,3.81,4.83,202,1.57,85,null
Texas,Coastal Prairie - Middle (LMA 21),2002,0,160,850,-3.67,1.63,192,-5.17,73,null
Texas,Coastal Prairie - Middle (LMA 21),2003,0,151,895,5.26,1.78,198,3.35,92,null
Texas,Coastal Prairie - Middle (LMA 21),2004,0,152,1054,17.74,5.66,227,14.66,107,null
Texas,Coastal Prairie - Middle (LMA 21),2005,0,160,1175,11.53,6.69,246,8.16,108,null
Texas,Coastal Prairie - Middle (LMA 21),2006,0,160,1587,35.09,12.46,322,31.12,122,null
Texas,Coastal Prairie - Middle (LMA 21),2007,0,120,2400,51.21,23.07,475,47.25,108,null
Texas,Coastal Prairie - Middle (LMA 21),2008,0,157,2250,-6.26,20.25,437,-8.05,69,null
Texas,Coastal Prairie - Middle (LMA 21),2009,0,141,2246,-0.18,16.35,432,-0.93,48,null
Texas,Coastal Prairie - Middle (LMA 21),2010,0,160,2000,-10.95,11.22,381,-11.97,39,null
Texas,Coastal Prairie - Middle (LMA 21),2011,0,174,2117,5.83,5.92,395,3.66,62,null
Texas,Coastal Prairie - Middle (LMA 21),2012,0,201,2500,18.11,0.82,457,15.89,67,null
Texas,Coastal Prairie - Middle (LMA 21),2013,0,112,3075,23,6.45,553,20.88,52,null
Texas,Coastal Prairie - Middle (LMA 21),2014,0,148,3313,7.75,8.09,585,5.8,68,null
Texas,Coastal Prairie - Middle (LMA 21),2015,0,107,3650,10.16,12.79,638,9.12,83,null
Texas,Coastal Prairie - Middle (LMA 21),2016,0,107,3800,4.11,12.42,658,3.03,70,null
Texas,Coastal Prairie - Middle (LMA 21),2017,0,141,3600,-5.26,7.57,611,-7.01,89,null
Texas,Coastal Prairie - Middle (LMA 21),2018,0,99,4072,13.11,5.78,675,10.46,107,null
Texas,Coastal Prairie - Middle (LMA 21),2019,0,120,4338,6.53,5.54,707,4.67,68,null
Texas,Coastal Prairie - Middle (LMA 21),2020,0,96,4500,3.73,4.28,725,2.5,114,null
Texas,Texoma (LMA 22),1971,0,82,251,4.58,7.3,202,-0.46,265,null
Texas,Texoma (LMA 22),1972,0,92,300,19.52,8.45,231,14.58,490,null
Texas,Texoma (LMA 22),1973,0,101,487,62.33,20.65,356,53.89,317,null
Texas,Texoma (LMA 22),1974,0,101,588,20.64,21.16,393,10.65,324,null
Texas,Texoma (LMA 22),1975,0,100,474,-19.32,14.58,291,-26.13,104,null
Texas,Texoma (LMA 22),1976,0,80,451,-4.85,12.43,262,-9.83,105,null
Texas,Texoma (LMA 22),1977,0,90,500,10.86,10.76,274,4.39,118,null
Texas,Texoma (LMA 22),1978,0,100,500,0,0.53,256,-6.55,100,null
Texas,Texoma (LMA 22),1979,0,120,498,-0.4,-3.25,235,-8.06,102,null
Texas,Texoma (LMA 22),1980,0,102,503,1,1.19,218,-7.38,101,null
Texas,Texoma (LMA 22),1981,0,81,625,24.25,6.74,247,13.51,123,null
Texas,Texoma (LMA 22),1982,0,102,664,6.24,5.84,247,0.06,84,null
Texas,Texoma (LMA 22),1983,0,88,775,16.72,9.16,278,12.34,141,null
Texas,Texoma (LMA 22),1984,0,97,960,23.81,14.02,332,19.48,184,null
Texas,Texoma (LMA 22),1985,0,108,975,1.62,14.15,327,-1.5,178,null
Texas,Texoma (LMA 22),1986,0,86,860,-11.74,6.6,283,-13.49,114,null
Texas,Texoma (LMA 22),1987,0,87,816,-5.17,4.21,262,-7.45,85,null
Texas,Texoma (LMA 22),1988,0,100,736,-9.8,-1.03,228,-12.88,127,null
Texas,Texoma (LMA 22),1989,0,100,636,-13.59,-7.9,190,-16.86,98,null
Texas,Texoma (LMA 22),1990,0,92,644,1.27,-7.96,185,-2.4,105,null
Texas,Texoma (LMA 22),1991,0,103,598,-7.22,-7.04,166,-10.25,98,null
Texas,Texoma (LMA 22),1992,0,111,674,12.77,-3.76,183,10.27,166,null
Texas,Texoma (LMA 22),1993,0,92,658,-2.35,-2.22,175,-4.61,189,null
Texas,Texoma (LMA 22),1994,0,97,719,9.27,2.49,187,6.99,207,null
Texas,Texoma (LMA 22),1995,0,86,750,4.31,3.09,191,2.17,210,null
Texas,Texoma (LMA 22),1996,0,86,768,2.4,5.15,192,0.56,200,null
Texas,Texoma (LMA 22),1997,0,96,909,18.36,6.17,223,16.35,189,null
Texas,Texoma (LMA 22),1998,0,99,1000,10.01,8.73,243,8.79,102,null
Texas,Texoma (LMA 22),1999,0,100,1016,1.55,7.15,243,0.11,176,null
Texas,Texoma (LMA 22),2000,0,90,1398,37.67,13.26,328,34.65,163,null
Texas,Texoma (LMA 22),2001,0,116,1500,7.3,14.33,344,4.99,83,null
Texas,Texoma (LMA 22),2002,0,84,1551,3.41,11.28,350,1.8,128,null
Texas,Texoma (LMA 22),2003,0,91,1787,15.23,12.32,396,13.14,126,null
Texas,Texoma (LMA 22),2004,0,91,2000,11.9,14.52,432,8.96,149,null
Texas,Texoma (LMA 22),2005,0,100,2240,12,9.89,469,8.61,147,null
Texas,Texoma (LMA 22),2006,0,100,2691,20.12,12.4,547,16.59,217,null
Texas,Texoma (LMA 22),2007,0,89,2981,10.81,13.96,590,7.91,220,null
Texas,Texoma (LMA 22),2008,0,80,3000,0.62,10.91,582,-1.31,125,null
Texas,Texoma (LMA 22),2009,0,77,3000,0,8.45,578,-0.75,92,null
Texas,Texoma (LMA 22),2010,0,73,3000,0,6.02,571,-1.15,67,null
Texas,Texoma (LMA 22),2011,0,80,3000,0,2.2,559,-2.05,90,null
Texas,Texoma (LMA 22),2012,0,92,3333,11.09,2.25,610,9,67,null
Texas,Texoma (LMA 22),2013,0,79,3197,-4.07,1.28,575,-5.72,218,null
Texas,Texoma (LMA 22),2014,0,70,3797,18.75,4.82,670,16.6,271,null
Texas,Texoma (LMA 22),2015,0,76,4195,10.48,6.93,733,9.44,266,null
Texas,Texoma (LMA 22),2016,0,70,4712,12.33,9.45,815,11.16,375,null
Texas,Texoma (LMA 22),2017,0,74,4526,-3.95,6.31,769,-5.72,470,null
Texas,Texoma (LMA 22),2018,0,70,5000,10.48,9.36,829,7.89,404,null
Texas,Texoma (LMA 22),2019,0,66,6006,20.11,9.61,979,18,417,null
Texas,Texoma (LMA 22),2020,0,65,7013,16.77,10.82,1129,15.38,431,null
Texas,Fort Worth Prairie (LMA 23),1971,0,86,371,23.67,14.81,298,17.71,169,null
Texas,Fort Worth Prairie (LMA 23),1972,0,96,400,7.82,13.01,308,3.36,208,null
Texas,Fort Worth Prairie (LMA 23),1973,0,124,500,25,15.38,365,18.5,144,null
Texas,Fort Worth Prairie (LMA 23),1974,0,119,650,30,17.89,435,19.24,146,null
Texas,Fort Worth Prairie (LMA 23),1975,0,94,650,0,16.72,398,-8.44,94,null
Texas,Fort Worth Prairie (LMA 23),1976,0,79,700,7.69,13.54,407,2.06,115,null
Texas,Fort Worth Prairie (LMA 23),1977,0,82,725,3.57,12.63,397,-2.48,119,null
Texas,Fort Worth Prairie (LMA 23),1978,0,112,801,10.48,9.88,410,3.24,98,null
Texas,Fort Worth Prairie (LMA 23),1979,0,110,785,-2,3.85,370,-9.54,71,null
Texas,Fort Worth Prairie (LMA 23),1980,0,93,725,-7.64,2.21,314,-15.31,50,null
Texas,Fort Worth Prairie (LMA 23),1981,0,102,965,33.1,6.63,382,21.6,91,null
Texas,Fort Worth Prairie (LMA 23),1982,0,80,1196,23.94,10.53,445,16.73,101,null
Texas,Fort Worth Prairie (LMA 23),1983,0,100,1116,-6.69,6.86,400,-10.19,115,null
Texas,Fort Worth Prairie (LMA 23),1984,0,114,1237,10.84,9.52,428,6.97,101,null
Texas,Fort Worth Prairie (LMA 23),1985,0,110,1470,18.8,15.18,493,15.15,154,null
Texas,Fort Worth Prairie (LMA 23),1986,0,80,1586,7.93,10.45,521,5.79,86,null
Texas,Fort Worth Prairie (LMA 23),1987,0,79,1304,-17.78,1.74,418,-19.76,45,null
Texas,Fort Worth Prairie (LMA 23),1988,0,91,1478,13.33,5.78,458,9.47,50,null
Texas,Fort Worth Prairie (LMA 23),1989,0,80,1205,-18.43,-0.52,359,-21.51,57,null
Texas,Fort Worth Prairie (LMA 23),1990,0,83,850,-29.49,-10.37,244,-32.04,76,null
Texas,Fort Worth Prairie (LMA 23),1991,0,102,774,-8.89,-13.36,215,-11.86,79,null
Texas,Fort Worth Prairie (LMA 23),1992,0,80,900,16.21,-7.15,245,13.63,90,null
Texas,Fort Worth Prairie (LMA 23),1993,0,117,1051,16.78,-6.59,279,14.07,75,null
Texas,Fort Worth Prairie (LMA 23),1994,0,86,1164,10.75,-0.7,303,8.44,90,null
Texas,Fort Worth Prairie (LMA 23),1995,0,84,1075,-7.65,4.81,274,-9.54,77,null
Texas,Fort Worth Prairie (LMA 23),1996,0,86,1500,39.53,14.14,375,37.03,87,null
Texas,Fort Worth Prairie (LMA 23),1997,0,87,1500,0,10.76,369,-1.7,102,null
Texas,Fort Worth Prairie (LMA 23),1998,0,84,1769,17.93,10.98,430,16.62,74,null
Texas,Fort Worth Prairie (LMA 23),1999,0,94,2175,22.95,13.32,521,21.2,78,null
Texas,Fort Worth Prairie (LMA 23),2000,0,71,2000,-8.05,13.22,469,-10.06,60,null
Texas,Fort Worth Prairie (LMA 23),2001,0,80,2273,13.66,8.67,521,11.22,42,null
Texas,Fort Worth Prairie (LMA 23),2002,0,89,2195,-3.44,7.91,495,-4.94,68,null
Texas,Fort Worth Prairie (LMA 23),2003,0,114,2200,0.23,4.46,488,-1.59,125,null
Texas,Fort Worth Prairie (LMA 23),2004,0,72,2863,30.12,5.65,618,26.71,137,null
Texas,Fort Worth Prairie (LMA 23),2005,0,94,3000,4.8,8.45,628,1.63,149,null
Texas,Fort Worth Prairie (LMA 23),2006,0,92,4159,38.65,12.84,845,34.57,168,null
Texas,Fort Worth Prairie (LMA 23),2007,0,99,5075,22.02,18.25,1004,18.83,129,null
Texas,Fort Worth Prairie (LMA 23),2008,0,107,5647,11.27,20.75,1096,9.14,118,null
Texas,Fort Worth Prairie (LMA 23),2009,0,80,5000,-11.46,11.8,963,-12.13,66,null
Texas,Fort Worth Prairie (LMA 23),2010,0,84,4268,-14.64,7.31,812,-15.62,75,null
Texas,Fort Worth Prairie (LMA 23),2011,0,90,4875,14.22,3.23,909,11.88,61,null
Texas,Fort Worth Prairie (LMA 23),2012,0,64,4812,-1.3,-1.06,880,-3.16,133,null
Texas,Fort Worth Prairie (LMA 23),2013,0,67,4779,-0.67,-3.28,859,-2.38,162,null
Texas,Fort Worth Prairie (LMA 23),2014,0,78,5417,13.33,1.61,956,11.28,205,null
Texas,Fort Worth Prairie (LMA 23),2015,0,65,5974,10.29,6.96,1045,9.25,211,null
Texas,Fort Worth Prairie (LMA 23),2016,0,67,5965,-0.15,4.12,1032,-1.18,314,null
Texas,Fort Worth Prairie (LMA 23),2017,0,68,6593,10.53,6.5,1120,8.49,348,null
Texas,Fort Worth Prairie (LMA 23),2018,0,69,7020,6.47,7.99,1164,3.97,398,null
Texas,Fort Worth Prairie (LMA 23),2019,0,73,7634,8.75,7.1,1244,6.84,357,null
Texas,Fort Worth Prairie (LMA 23),2020,0,78,8152,6.78,6.41,1313,5.51,418,null
Texas,Dallas Prairie (LMA 24),1971,0,82,384,8.17,12.4,308,2.96,338,null
Texas,Dallas Prairie (LMA 24),1972,0,98,501,30.47,17.26,386,25.08,392,null
Texas,Dallas Prairie (LMA 24),1973,0,94,600,19.76,17.93,438,13.53,258,null
Texas,Dallas Prairie (LMA 24),1974,0,100,943,57.17,25.74,631,44.16,241,null
Texas,Dallas Prairie (LMA 24),1975,0,87,650,-31.07,12.86,398,-36.89,146,null
Texas,Dallas Prairie (LMA 24),1976,0,86,614,-5.62,9.82,356,-10.55,206,null
Texas,Dallas Prairie (LMA 24),1977,0,77,680,10.84,6.3,372,4.37,183,null
Texas,Dallas Prairie (LMA 24),1978,0,76,800,17.65,5.92,409,9.94,165,null
Texas,Dallas Prairie (LMA 24),1979,0,77,850,6.25,-2.06,401,-1.92,144,null
Texas,Dallas Prairie (LMA 24),1980,0,94,1000,17.65,9,433,7.89,192,null
Texas,Dallas Prairie (LMA 24),1981,0,80,980,-2,9.82,387,-10.47,191,null
Texas,Dallas Prairie (LMA 24),1982,0,84,1066,8.83,9.42,397,2.5,180,null
Texas,Dallas Prairie (LMA 24),1983,0,78,1193,11.86,8.32,428,7.67,198,null
Texas,Dallas Prairie (LMA 24),1984,0,82,1364,14.29,9.91,472,10.3,186,null
Texas,Dallas Prairie (LMA 24),1985,0,83,1500,10.01,8.45,503,6.63,210,null
Texas,Dallas Prairie (LMA 24),1986,0,76,1667,11.13,11.21,548,8.93,129,null
Texas,Dallas Prairie (LMA 24),1987,0,72,1436,-13.83,6.14,461,-15.9,86,null
Texas,Dallas Prairie (LMA 24),1988,0,92,1100,-23.42,-1.61,341,-26.03,121,null
Texas,Dallas Prairie (LMA 24),1989,0,83,1200,9.09,-2.52,358,4.97,110,null
Texas,Dallas Prairie (LMA 24),1990,0,80,1000,-16.67,-7.79,287,-19.68,92,null
Texas,Dallas Prairie (LMA 24),1991,0,88,952,-4.83,-10.6,265,-7.93,114,null
Texas,Dallas Prairie (LMA 24),1992,0,83,868,-8.8,-9.58,236,-10.83,112,null
Texas,Dallas Prairie (LMA 24),1993,0,100,955,10.02,-2.79,254,7.47,73,null
Texas,Dallas Prairie (LMA 24),1994,0,84,975,2.09,-4.07,253,-0.04,123,null
Texas,Dallas Prairie (LMA 24),1995,0,90,1000,2.56,0,255,0.46,91,null
Texas,Dallas Prairie (LMA 24),1996,0,74,1249,24.9,5.59,312,22.66,135,null
Texas,Dallas Prairie (LMA 24),1997,0,80,1137,-8.97,5.55,279,-10.51,153,null
Texas,Dallas Prairie (LMA 24),1998,0,76,1275,12.14,5.95,310,10.89,131,null
Texas,Dallas Prairie (LMA 24),1999,0,79,1369,7.37,7.02,328,5.85,143,null
Texas,Dallas Prairie (LMA 24),2000,0,74,1525,11.4,8.81,357,8.96,138,null
Texas,Dallas Prairie (LMA 24),2001,0,74,1650,8.2,5.73,378,5.87,131,null
Texas,Dallas Prairie (LMA 24),2002,0,78,1597,-3.22,7.03,360,-4.72,140,null
Texas,Dallas Prairie (LMA 24),2003,0,80,1843,15.44,7.65,409,13.34,118,null
Texas,Dallas Prairie (LMA 24),2004,0,78,2186,18.61,9.82,472,15.5,172,null
